,id,name,host_id,host_name,hosts_time_as_user_years,hosts_time_as_host_years,host_location,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,reviews_per_month
2119,15815550,Art House Sagrada Familia with Nice Terrace,21483975,Apartments Toni Space Barcelona,11.0,11.0,"Barcelona, Spain",t,19.0,t,t,la Sagrada Família,Eixample,41.40341,2.17489,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,"[""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Pets allowed"", ""Coffee"", ""Heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""43 inch HDTV with standard cable"", ""Outdoor dining area"", ""Bathtub"", ""Microwave"", ""Drying rack for clothing"", ""Baby bath - available upon request"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Shampoo"", ""Ethernet connection"", ""AEG electric stove"", ""Wine glasses"", ""Cooking basics"", ""Baking sheet"", ""Hot water"", ""Body soap"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Clothing storage: closet"", ""High chair"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Outdoor furniture"", ""Conditioner"", ""Bidet""]",299.0,2.0,999.0,999.0,3.5,999.0,9,27,57,158,370,49,2,55,255,76245.0,2017-01-29,2026-06-10,4.89,4.91,4.92,4.94,4.95,4.97,4.8,Spain - National registration number<br />ESFCTU00000807300037649100000000000000000HUTB-0080644<br /><br />Barcelona - Regional registration number<br />HUTB-008064,16,3.23
2120,15815958,Room 3 min from the beach!,102360802,Joan,9.0,8.0,"Barcelona, Spain",f,1.0,t,t,el Poblenou,Sant Martí,41.39758,2.20743,Private room in rental unit,Private room,2,1.0,2.0,1.0,"[""Private living room"", ""Dishes and silverware"", ""First aid kit"", ""Smoke alarm"", ""Heating"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Elevator"", ""Wifi"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Host greets you"", ""Iron"", ""Essentials""]",94.34,32.0,1125.0,1125.0,32.0,1125.0,30,60,90,365,4,0,0,0,0,0.0,2018-04-16,2018-06-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Sin licencia registrada,1,0.04
2121,15817189,Comfortable room in the Clot area of Barcelona.,37570838,Alex,10.0,9.0,"Barcelona, Spain",f,1.0,t,t,el Camp de l'Arpa del Clot,Sant Martí,41.41221,2.1848,Private room in rental unit,Private room,2,1.0,2.0,2.0,"[""Host greets you"", ""Iron"", ""Hangers"", ""Wifi"", ""Kitchen"", ""Shampoo"", ""Washer"", ""Essentials"", ""TV""]",177.67,2.0,5.0,5.0,2.0,5.0,0,0,0,0,50,0,0,0,0,0.0,2016-11-07,2018-09-20,4.56,4.72,4.58,4.82,4.86,4.6,4.6,Sin licencia registrada,1,0.43
2122,15836672,Room in shared flat /// Gracia,11859541,Janine,12.0,12.0,"Madrid, Spain",f,1.0,t,t,la Vila de Gràcia,Gràcia,41.39976,2.15802,Private room in rental unit,Private room,2,1.0,2.0,2.0,"[""Long term stays allowed"", ""Hair dryer"", ""Pets allowed"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Oven"", ""Patio or balcony"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Essentials"", ""Single level home""]",177.67,20.0,62.0,62.0,20.0,62.0,0,0,0,0,2,0,0,0,0,0.0,2016-11-11,2016-12-04,4.0,4.5,4.0,4.0,3.5,4.0,4.0,Sin licencia registrada,1,0.02
2123,15872210,Cozy studio in the heart of the old town.,7959478,Camila,12.0,10.0,"Barcelona, Spain",t,2.0,t,t,el Raval,Ciutat Vella,41.37966,2.17176,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""AC - split type ductless system"", ""Private patio or balcony"", ""Private entrance"", ""Dryer"", ""Courtyard view"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Dishes and silverware"", ""Heating"", ""Dining table"", ""Hangers"", ""Electric stove"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Paid parking lot off premises"", ""Dedicated workspace"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Host greets you"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Mini fridge""]",56.09,32.0,365.0,365.0,32.0,365.0,0,8,8,156,25,7,0,5,255,14303.0,2020-09-30,2026-03-19,4.92,4.96,5.0,5.0,4.88,4.8,5.0,Spain - National registration number<br />ESFCNT00000805600028769100000000000000000000000000001<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,1,0.36
2124,15881982,Apartamento en Gran Via de les Corts Catalanes,102986143,Viktoria,9.0,9.0,"Olot, Spain",f,1.0,t,t,la Font de la Guatlla,Sants-Montjuïc,41.37114,2.14666,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,"[""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Coffee"", ""Paid parking off premises"", ""First aid kit"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Sound system"", ""Coffee maker"", ""Paid parking on premises"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Body soap"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Bidet""]",501.0,3.0,1125.0,1125.0,3.0,1125.0,26,56,86,245,44,2,0,0,12,6012.0,2017-04-16,2026-05-10,4.84,4.86,4.91,4.91,4.84,4.84,4.63,Spain - National registration number<br />ESFCTU00000806800018115200000000000000000000000000000<br /><br />Barcelona - Regional registration number<br />HUTB-008718,1,0.39
2125,15884864,Hospedaje para 1 personas en piso tranquilo.,3552906,Gabriel,13.0,9.0,"Barcelona, Spain",f,1.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,41.39047,2.14987,Private room in rental unit,Private room,1,1.0,2.0,2.0,"[""Host greets you"", ""Iron"", ""Hot water"", ""Hangers"", ""Elevator"", ""Wifi"", ""Heating"", ""Essentials"", ""TV""]",177.67,2.0,7.0,7.0,2.0,7.0,0,0,0,0,28,0,0,0,0,0.0,2016-11-28,2018-06-22,4.71,4.96,4.68,4.89,4.96,4.96,4.71,Sin licencia registrada,1,0.24
2126,15897898,Central Azulete,665793,Nicolas,15.0,10.0,"Barcelona, Spain",f,19.0,t,t,el Barri Gòtic,Ciutat Vella,41.38703,2.1736,Entire rental unit,Entire home/apt,8,2.5,4.0,6.0,"[""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Central air conditioning"", ""Freezer"", ""Crib"", ""Dishes and silverware"", ""Coffee"", ""Clothing storage: closet and wardrobe"", ""Heating"", ""Stove"", ""Dining table"", ""Dryer \u2013\u00a0In unit"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Portable fans"", ""Dedicated workspace"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Ethernet connection"", ""Cooking basics"", ""Smart lock"", ""City skyline view"", ""Body soap"", ""Hot water"", ""Fire extinguisher"", ""Refrigerator"", ""Shower gel"", ""High chair"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Self check-in"", ""Essentials"", ""Extra pillows and blankets""]",502.0,2.0,365.0,365.0,2.4,365.0,4,9,22,83,334,45,3,48,255,128010.0,2017-02-07,2026-06-11,4.65,4.74,4.66,4.74,4.72,4.95,4.63,Barcelona - Regional registration number<br />HUTB-013134<br /><br />Spain - National registration number<br />ESFCTU00A00805400010256300000000000000000HUTB-0131341,11,2.92
2127,15909543,Habitacion en el corazon de L`Eixample,103212239,Ivan,9.0,9.0,"Byron Bay, Australia",f,1.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,41.38633,2.15625,Private room in rental unit,Private room,1,1.0,1.0,2.0,"[""Hangers"", ""Elevator"", ""Wifi"", ""Smoking allowed"", ""Kitchen"", ""Heating"", ""Washer"", ""Essentials"", ""TV""]",177.67,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,0,0,0,0,0,0.0,Sin reseñas,Sin reseñas,4.73,4.78,4.76,4.85,4.86,4.85,4.57,Sin licencia registrada,1,0.0
2128,15935137,Loft with private terrace in cozy neighborhood,26513958,Jose,11.0,11.0,"Barcelona, Spain",t,7.0,t,t,Sants,Sants-Montjuïc,41.37415,2.13735,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Private entrance"", ""Crib"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Fagor stainless steel oven"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Cooking basics"", ""Mercadona body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Mercadona shampoo"", ""Refrigerator"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""HDTV"", ""Essentials"", ""Outdoor furniture"", ""Conditioner"", ""High chair - available upon request""]",164.0,2.0,28.0,28.0,3.0,28.0,9,25,48,110,244,25,2,28,150,24600.0,2017-05-20,2026-06-09,4.9,4.89,4.91,4.95,4.96,4.85,4.69,Spain - National registration number<br />ESHFTU00000813600077083300200000000000000HUTB-0125883<br /><br />Barcelona - Regional registration number<br />HUTB-012588,6,2.2
2129,15939484,Luxury Apartment 3BR close to Passeig de Gracia,6566612,André,13.0,10.0,"Barcelona, Spain",t,1.0,t,t,la Dreta de l'Eixample,Eixample,41.39692,2.16085,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,"[""Private patio or balcony"", ""Private entrance"", ""Dryer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Paid parking off premises"", ""Babysitter recommendations"", ""Doorman"", ""Heating"", ""Stove"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Dedicated workspace"", ""Baby bath"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""High chair"", ""Iron"", ""Room-darkening shades"", ""Essentials"", ""Outdoor furniture""]",542.06,4.0,1125.0,1125.0,4.3,1125.0,7,31,61,305,85,20,3,18,160,86730.0,2017-05-01,2026-06-07,4.88,4.93,4.79,4.96,4.95,4.98,4.75,Barcelona - Regional registration number<br />HUTB-491245<br /><br />Spain - National registration number<br />Exempt - tourist apartment,1,0.76
2130,15944795,Apartment with a garden in Poble Sec,6992168,Simona,13.0,13.0,"Barcelona, Spain",f,10.0,t,t,el Poble Sec,Sants-Montjuïc,41.3738,2.1653,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,"[""Crib"", ""Dishes and silverware"", ""Heating"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Microwave"", ""Wifi"", ""Coffee maker"", ""Cooking basics"", ""Backyard"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""High chair"", ""Iron"", ""Essentials""]",68.03,32.0,330.0,330.0,32.0,330.0,0,0,0,267,16,4,0,2,255,17348.0,2017-04-30,2026-05-22,4.13,4.38,4.0,4.94,4.81,4.44,3.88,Spain - National registration number<br />ESFCNT00000806900040254400000000000000000000000000001<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,2,0.14
2131,15947390,Cozy Duplex for Families - Poble Sec Barcelona!,1447144,Acomodis Apartments,14.0,14.0,"Barcelona, Spain",f,470.0,t,t,el Poble Sec,Sants-Montjuïc,41.37379,2.16781,Entire rental unit,Entire home/apt,3,1.0,2.0,5.0,"[""Hot water kettle"", ""Dryer"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Paid parking off premises"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Dedicated workspace"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Hammock"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""High chair"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Extra pillows and blankets""]",262.47,1.0,330.0,330.0,1.2,330.0,30,60,90,365,32,3,0,3,18,4724.0,2017-02-27,2026-03-03,4.69,4.75,4.81,4.91,4.81,4.63,4.56,Spain - National registration number<br />ESFCTU00000806900024325300000000000000000HUTB-0002190<br /><br />Barcelona - Regional registration number<br />HUTB-002190,448,0.28
2132,15952737,Apartamento  Sagrera Barcelona,58996772,Juan,10.0,10.0,No especificado,f,6.0,t,t,la Sagrera,Sant Andreu,41.4264,2.19162,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Private patio or balcony"", ""Hot water kettle"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Heating"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Outdoor dining area"", ""Dedicated workspace"", ""Paid street parking off premises"", ""Stainless steel single oven"", ""Cleaning available during stay"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker: pour-over coffee"", ""Shampoo"", ""Luggage dropoff allowed"", ""Window guards"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""Body soap"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Smoking allowed"", ""Pocket wifi"", ""Bosch stainless steel electric stove"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Mini fridge""]",78.38,32.0,1125.0,1125.0,32.0,1125.0,14,44,74,349,3,1,1,0,64,5016.0,2024-08-01,2026-06-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Sin licencia registrada,6,0.13
2133,15953093,★ Sagrada Familia three double bedrooms ★,41226393,M Angels,10.0,9.0,"Barcelona, Spain",f,1.0,t,t,la Sagrada Família,Eixample,41.40918,2.17493,Entire rental unit,Entire home/apt,6,1.0,3.0,2.0,"[""Oven"", ""Refrigerator"", ""Kitchen"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Washer"", ""Essentials"", ""Microwave"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Iron"", ""Paid parking off premises"", ""Wifi"", ""Dryer"", ""Stove"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Bed linens"", ""Air conditioning"", ""Host greets you"", ""Hangers"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Extra pillows and blankets""]",310.0,2.0,1125.0,1125.0,3.0,1125.0,1,6,8,51,201,4,0,4,24,7440.0,2017-03-13,2025-09-07,4.89,4.93,4.95,4.95,4.94,4.91,4.86,Barcelona - Regional registration number<br />HUTB-004427<br /><br />Spain - National registration number<br />ESFCTU00000805800049094100000000000000000HUTB-0044271,1,1.77
2134,15958416,Gracia Travesera 2 Bedrooms Renovated Apartment,103628708,Emilia Y Luis,9.0,9.0,"Barcelona, Spain",t,1.0,t,t,la Vila de Gràcia,Gràcia,41.40331,2.16193,Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,"[""Crib"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Hangers"", ""Patio or balcony"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Microwave"", ""Wifi"", ""Building staff"", ""Coffee maker"", ""Paid parking on premises"", ""Shampoo"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Iron"", ""Self check-in"", ""Essentials""]",223.0,2.0,1125.0,1125.0,4.9,1125.0,3,11,14,268,225,31,0,36,186,41478.0,2017-03-23,2026-05-15,4.81,4.84,4.78,4.8,4.79,4.88,4.65,Barcelona - Regional registration number<br />HUTB-006946<br /><br />Spain - National registration number<br />ESFCTUOBC20805700065841200000000000000000HUTB-0069468,1,2.0
2135,15996573,Three bedroom apartment Ronda Sant Pere YouStylish,8130906,YouStylish Apartments,12.0,11.0,"Barcelona, Spain",f,31.0,t,t,la Dreta de l'Eixample,Eixample,41.38837,2.17057,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,"[""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Paid parking off premises"", ""Coffee"", ""Pets allowed"", ""Single level home"", ""Smoke alarm"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Carbon monoxide alarm"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Shampoo"", ""Wine glasses"", ""Baking sheet"", ""Cooking basics"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Host greets you"", ""High chair"", ""Iron"", ""Safe"", ""Essentials""]",432.5,2.0,1125.0,1125.0,3.8,1125.0,3,9,15,196,99,15,0,23,90,38925.0,2017-05-08,2026-05-08,4.73,4.79,4.77,4.67,4.72,4.97,4.61,Barcelona - Regional registration number<br />HUTB-007375<br /><br />Spain - National registration number<br />ESFCTU00000805400048805600000000000000000HUTB-0073752,29,0.89
2136,16014846,Double/Twin Room in Cozy Apartment Sagrada Familia,103847838,Jimmy,9.0,9.0,No especificado,f,1.0,t,t,la Sagrada Família,Eixample,41.40204,2.18065,Private room in rental unit,Private room,2,1.0,2.0,2.0,"[""Hair dryer"", ""Hangers"", ""Iron"", ""Wifi"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Washer"", ""Essentials"", ""Heating"", ""TV""]",177.67,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,0,0,0,0,0,0.0,Sin reseñas,Sin reseñas,4.73,4.78,4.76,4.85,4.86,4.85,4.57,Sin licencia registrada,1,0.0
2137,16016650,Hermoso Apartamento en el Gótico,103051650,Francisco,9.0,2.0,"Barcelona, Spain",f,1.0,t,t,el Barri Gòtic,Ciutat Vella,41.381341943934615,2.180096134543419,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""AC - split type ductless system"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Coffee"", ""HDTV with premium cable, standard cable, Amazon Prime Video, Netflix, Chromecast"", ""Board games"", ""Exercise equipment: free weights, yoga mat"", ""First aid kit"", ""Clothing storage: closet and wardrobe"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Portable fans"", ""Dedicated workspace"", ""Paid street parking off premises"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Shampoo"", ""Samsung Bluetooth sound system"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Shower gel"", ""Cleaning products"", ""Iron"", ""Smoking allowed"", ""Books and reading material"", ""Essentials"", ""Extra pillows and blankets"", ""Conditioner""]",127.84,32.0,330.0,330.0,32.0,330.0,27,57,87,362,4,0,0,2,0,0.0,2024-04-25,2025-06-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Barcelona - Regional registration number<br />Exempt - seasonal rental<br /><br />Spain - National registration number<br />ESFCNT00000811900007024000000000000000000000000000001,1,0.15
2138,16060546,BBarcelona Sagrada Familia Penthouse + terrace 52,4085156,Ramon,13.0,13.0,"Barcelona, Spain",f,19.0,t,t,el Camp de l'Arpa del Clot,Sant Martí,41.40915,2.18029,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,"[""Oven"", ""Crib"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Microwave"", ""Wifi"", ""Coffee maker"", ""Paid parking on premises"", ""Shampoo"", ""Cooking basics"", ""Backyard"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Iron"", ""Essentials""]",209.0,1.0,1125.0,1125.0,1.8,1125.0,0,3,7,82,56,19,2,14,114,23826.0,2019-09-23,2026-06-03,4.52,4.68,4.55,4.73,4.5,4.64,4.38,Spain - National registration number<br />ESHFTU00000807300089437701400000000000000HUTB-0028486<br /><br />Barcelona - Regional registration number<br />HUTB-002848,19,0.68
2139,16060688,BBarcelona Sagrada Familia 24,4085156,Ramon,13.0,13.0,"Barcelona, Spain",f,19.0,t,t,la Sagrada Família,Eixample,41.40744,2.18008,Entire rental unit,Entire home/apt,9,2.0,3.0,7.0,"[""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Paid parking on premises"", ""Shampoo"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Iron"", ""Essentials""]",356.0,1.0,1125.0,1125.0,1.7,1125.0,7,21,51,158,65,5,0,7,30,10680.0,2017-06-11,2026-01-25,4.52,4.63,4.75,4.74,4.75,4.63,4.45,Spain - National registration number<br />ESHFTU00000807300089437701100000000000000HUTB-0059186<br /><br />Barcelona - Regional registration number<br />HUTB-005918,19,0.59
2140,16076152,Unique Penthouse 1 with terrace,61360206,Carles,10.0,9.0,"Barcelona, Spain",t,45.0,t,t,la Dreta de l'Eixample,Eixample,41.3904,2.1762,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Free dryer"", ""Hot water kettle"", ""Private entrance"", ""Courtyard view"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Paid parking off premises"", ""Coffee"", ""Pets allowed"", ""First aid kit"", ""Smoke alarm"", ""Heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Electric stove"", ""Hair dryer"", ""Patio or balcony"", ""TV with standard cable"", ""Toaster"", ""Outdoor dining area"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Private backyard \u2013 Not fully fenced"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Sun loungers"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Window guards"", ""Wine glasses"", ""Cooking basics"", ""City skyline view"", ""Hot water"", ""Body soap"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Host greets you"", ""High chair"", ""Cleaning products"", ""Iron"", ""Safe"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Bidet""]",616.33,1.0,1125.0,1125.0,2.7,1125.0,0,4,19,246,63,0,0,1,0,0.0,2017-01-02,2025-05-16,4.79,4.83,4.9,4.97,4.98,4.97,4.54,Barcelona - Regional registration number<br />HUTB-003872,11,0.55
2141,16076627,Unique Penthouse 2 with terrace,61360206,Carles,10.0,9.0,"Barcelona, Spain",t,45.0,t,t,la Dreta de l'Eixample,Eixample,41.3918,2.17613,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,"[""Private patio or balcony"", ""Hot water kettle"", ""Dryer"", ""Courtyard view"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Paid parking off premises"", ""Coffee"", ""Pets allowed"", ""First aid kit"", ""Smoke alarm"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Outdoor dining area"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Microwave"", ""Elevator"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Sun loungers"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Backyard"", ""City skyline view"", ""Hot water"", ""Body soap"", ""Washer"", ""Indoor fireplace"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""High chair"", ""Cleaning products"", ""Iron"", ""Safe"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Bidet""]",616.33,1.0,1125.0,1125.0,3.0,1125.0,10,31,56,311,36,0,0,2,0,0.0,2017-04-06,2025-05-04,4.94,4.94,4.86,4.91,4.83,4.97,4.77,Barcelona - Regional registration number<br />HUTB-003878,11,0.32
